Gene	Length	YM9A	YC0A	YC1A	YC2A	YC3A	YC4A	YH1A	YH2A	YH3A	YH4A	RC1A	RC2A	RC3A	RC4A	RH1A	RH2A	RH3A	RH4A	YM9B	YC0B	YC1B	YC2B	YC3B	YC4B	YH1B	YH2B	YH3B	YH4B	RC1B	RC2B	RC3B	RC4B	RH1B	RH2B	RH3B	RH4B
CNAG_02041	1687	33.777	2040.353	1120.051	27.937	15.276	18.323	262.39	95.036	28.889	28.405	1045.032	110.579	79.124	73.215	284.562	125.487	45.732	81.195	19.613	1914.183	1202.119	22.402	7.071	5.602	130.859	56.191	21.71	67.012	1146.331	20.674	46.699	52.427	92.446	110.295	45.52	97.127
CNAG_02043	990	5.805	3.958	0	4.429	8.986	3.73	12.257	5.776	0	2.953	0	9.215	1.36	3.065	1.244	4.748	0	1.771	10.314	2.766	2.365	3.117	3.085	2.729	3.892	5.371	12.406	2.602	0	0	0	0.823	2.188	3.848	5.202	1.923
CNAG_02044	1052	2.639	282.998	437.868	137.639	90.756	16.702	335.934	181.671	92.908	22.78	426.071	306.395	381.753	208.749	226.073	771.915	235.352	313.146	1.86	1035.915	339.07	74.024	53.222	6.32	266.723	115.686	43.864	13.663	395.462	236.806	241.416	215.745	376.347	657.283	468.637	544.298
CNAG_02045	2292	3.694	172.173	35.141	11.243	2.875	4.216	15.997	12.601	3.698	2.953	45.83	12.506	13.867	3.576	4.148	21.028	9.295	7.841	1.014	73.138	38.818	1.169	0	1.58	14.087	2.892	0	7.157	27.975	1.879	4.17	0.549	3.829	9.619	0	3.206
CNAG_02046	2825	212.159	265.187	109.885	74.952	111.603	160.533	130.675	141.766	190.206	283.35	112.813	203.715	237.1	271.748	90.429	307.726	191.851	270.904	227.575	118.004	97.811	65.453	89.86	99.825	100.461	137.997	191.407	201.686	79.474	174.785	219.318	244.566	94.634	282.151	216.327	321.193
CNAG_02047	1398	13.194	20.78	30.679	2.726	5.391	8.27	30.332	6.826	6.24	6.75	20.649	6.253	7.07	4.257	0.415	10.853	2.603	9.612	7.27	27.35	27.827	9.35	4.499	6.176	27.988	5.784	7.089	3.904	14.623	0	1.042	1.647	12.034	12.825	3.468	17.63
CNAG_02048	2425	119.801	24.738	125.504	241.549	273.347	296.094	95.773	179.046	103.539	54.983	47.845	135.262	90.816	57.04	15.763	18.767	12.641	17.2	168.399	24.584	104.351	182.722	202.346	383.07	111.583	130.973	54.498	59.855	58.493	85.827	86.726	62.308	24.069	26.612	29.913	27.567
CNAG_02049	2015	0	47.496	30.679	3.407	10.783	5.838	7.479	6.826	17.796	5.625	18.634	23.366	16.042	11.408	4.978	10.627	4.462	7.082	6.087	68.221	34.227	4.87	5.014	20.252	5.931	6.197	7.089	0	14.623	16.288	10.215	6.588	8.205	3.527	0	12.502
CNAG_02050	2699	53.304	32.654	24.543	62.346	92.194	80.915	37.395	70.358	83.201	66.232	12.591	43.442	30.725	11.408	6.222	24.419	1.115	9.865	63.403	3.688	21.427	58.05	113.257	62.48	17.238	47.101	58.928	53.349	22.253	65.153	29.187	15.097	13.128	19.238	22.11	41.672
CNAG_02051	3313	122.968	37.601	0	48.719	70.628	223.287	11.011	63.532	38.827	112.496	12.591	12.506	22.84	28.094	4.148	12.662	8.551	28.583	141.009	24.584	6.261	40.129	108.629	233.548	3.707	35.119	55.384	139.228	3.179	38.215	41.904	102.932	14.222	33.666	14.74	35.581
CNAG_02052	1316	3.694	0	0	0.681	0	2.432	0	7.876	0	5.062	0	3.949	6.526	4.086	0	3.165	0	6.83	0	8.912	1.67	0	1.543	3.591	0	0	2.658	0	0	4.385	6.046	9.332	0	2.886	2.168	6.09
CNAG_02053	1542	0	0	0	4.429	12.041	2.594	0.208	0	0.462	0.984	0	0	1.903	1.022	0	2.713	0	2.024	0.507	1.844	4.313	1.753	4.371	4.165	0.927	0	1.772	3.253	0	11.903	0.208	0	0	1.924	0	0
CNAG_02054	1414	78.636	29.685	63.589	156.377	97.406	85.942	37.811	45.155	45.298	47.952	29.714	23.366	36.435	21.454	9.126	18.767	11.526	9.106	67.123	3.688	96.42	148.437	79.704	66.789	58.757	52.885	63.802	49.445	66.758	51.371	28.978	23.88	14.222	8.336	14.306	28.529
CNAG_02055	1453	8.444	38.591	90.363	27.937	11.322	8.108	36.98	13.652	10.4	19.827	67.99	23.695	21.752	28.605	4.563	27.132	17.103	22.006	9.468	31.345	52.175	32.726	8.87	8.905	42.075	12.808	19.938	13.663	75.659	16.915	26.477	36.781	30.086	41.361	19.075	35.902
CNAG_02056	1313	0	34.633	0	3.066	3.415	2.108	2.493	4.726	0.693	7.734	6.547	7.24	3.263	1.362	0.83	1.809	0	4.553	9.299	2.151	3.478	0	0	3.016	4.448	20.245	12.406	8.458	3.179	5.638	4.17	1.098	3.282	4.489	0	9.617
CNAG_02057	1408	0.528	21.769	0	0.681	1.977	4.702	6.648	1.05	0.693	5.625	4.533	14.481	4.894	3.576	2.489	6.557	1.487	4.3	4.903	7.068	2.922	0.974	1.286	0.144	3.522	2.479	0	5.205	3.815	0	6.254	0	9.299	0.641	2.601	21.156
CNAG_02058	2713	7.916	50.465	50.201	19.419	7.368	6.486	10.595	14.702	15.022	8.015	55.903	36.201	15.227	10.557	20.326	14.923	13.757	13.153	7.608	55.314	53.706	15.779	4.242	3.591	26.691	26.029	10.191	11.06	38.783	8.144	9.798	9.881	9.299	17.634	17.341	18.913
CNAG_02059	1106	18.472	19.79	68.051	66.094	40.616	32.431	44.043	64.582	42.756	34.452	47.341	27.645	27.19	17.708	18.252	10.853	6.321	13.406	29.588	28.272	63.167	85.712	52.322	45.819	57.83	84.286	41.206	52.048	48.32	26.312	33.982	9.332	37.744	17.314	21.676	18.592
CNAG_02060	1361	132.995	0	27.89	83.81	118.073	75.726	55.262	74.559	34.436	42.889	2.518	5.924	5.166	5.108	2.904	1.809	0	0.759	102.121	5.531	28.105	103.633	156.709	63.486	75.995	77.262	35.889	61.807	0	10.65	16.261	25.802	0	5.13	5.636	4.488
CNAG_02062	3409	42.221	33.643	98.172	39.179	33.427	24.972	61.702	60.907	48.303	38.811	38.276	20.734	15.499	15.494	15.763	29.393	9.667	21.753	31.617	22.126	65.254	41.492	32.139	18.96	81.555	71.478	27.47	17.566	26.703	33.829	15.219	17.842	3.282	31.421	19.508	42.954
CNAG_02063	3989	102.913	323.567	279.455	149.222	80.333	171.235	177.627	129.69	172.411	192.228	268.435	186.931	143.021	232.756	111.17	208.015	233.492	223.351	110.744	216.033	242.372	104.023	108.244	200.656	213.156	155.35	186.09	212.746	374.481	155.991	173.661	188.297	205.131	237.905	387.135	361.904
CNAG_02064	5805	429.068	651.092	488.628	450.392	388.545	209.504	374.368	252.554	206.615	163.682	370.168	340.622	385.016	284.177	172.562	208.919	176.978	142.914	400.201	116.775	247.38	508.427	340.029	207.263	250.783	252.031	153.303	156.144	189.466	330.15	306.878	292.052	142.771	177.627	197.252	130.144
CNAG_02065	1365	17.416	8.906	2.789	32.706	18.511	30.809	14.127	27.303	28.658	33.608	0	5.266	13.323	13.281	1.659	4.07	0.744	1.012	26.883	10.448	5.426	41.492	38.31	35.765	25.949	34.293	23.483	37.084	0.636	8.144	7.297	10.43	0	6.413	6.503	11.219
CNAG_02066	2279	7.389	4.948	20.638	19.419	15.635	15.891	27.839	25.728	24.498	34.311	16.116	7.898	13.595	24.689	0.415	10.401	12.641	10.118	9.975	10.141	12.939	11.883	11.184	20.252	35.773	36.359	36.332	17.566	6.994	10.024	17.721	27.174	12.034	17.955	25.144	18.271
CNAG_02067	1170	118.218	11.874	136.102	107.317	159.408	77.672	135.661	78.759	109.086	73.685	47.845	41.467	46.224	32.862	22.815	19.671	9.667	13.659	70.504	6.146	91.689	111.036	128.17	85.174	105.837	83.873	73.107	121.011	64.851	37.588	47.324	48.584	50.872	24.688	31.647	12.822
CNAG_02068	1553	57.526	28.696	40.719	47.015	51.039	40.052	59.625	80.859	87.13	70.732	25.685	33.569	45.408	52.953	24.059	44.09	26.398	28.33	59.853	2.766	43.132	39.544	40.624	34.328	58.572	55.777	50.51	75.469	30.518	60.141	47.95	58.191	55.249	74.065	55.491	43.595
CNAG_02069	1072	0	3.958	6.136	0	2.516	8.108	3.74	1.575	9.013	9.843	44.823	2.633	1.631	4.768	24.889	0.452	13.013	8.853	5.072	47.632	15.722	0.39	0.771	4.884	12.419	7.437	11.52	14.313	19.71	8.771	2.085	6.313	10.393	7.054	32.948	10.578
CNAG_02070	915	35.888	371.063	521.538	41.223	17.612	6.648	217.931	96.611	103.77	38.952	946.824	91.82	38.882	40.013	331.021	55.847	139.798	55.142	28.066	1433.563	560.85	53.765	4.114	6.033	226.316	147.913	217.105	40.988	897.737	40.721	6.463	11.528	369.782	125.365	458.666	61.867
CNAG_02071	3326	131.94	240.449	455.718	481.394	369.495	580.189	508.783	360.191	389.657	365.331	297.645	250.777	205.016	312.782	98.311	106.947	125.298	104.972	146.926	331.886	529.823	637.189	570.015	618.054	619.08	331.772	460.794	355.227	321.074	271.888	249.338	398.827	234.123	181.474	269.65	226.63
CNAG_02072	1256	21.11	20.78	81.996	37.817	17.073	17.351	24.515	25.203	24.498	31.077	56.91	28.632	22.296	29.286	8.296	21.028	14.872	22.512	7.27	50.705	56.906	22.597	12.984	16.231	37.256	20.658	42.978	36.434	66.122	41.974	18.554	24.978	48.137	58.675	43.786	28.209
CNAG_02073	2430	18.999	21.769	38.488	27.937	31.45	18.648	19.321	28.878	32.125	32.202	15.109	59.239	30.997	30.478	1.244	19.671	23.424	16.441	29.588	8.912	30.47	28.051	43.966	11.491	18.906	26.029	25.255	29.277	41.962	62.021	42.112	34.311	24.616	44.246	48.988	29.491
CNAG_02074	1759	92.358	97.961	50.759	78.018	70.808	74.591	76.245	93.461	96.837	95.903	45.83	54.96	55.74	28.264	23.23	35.95	40.898	12.394	66.616	23.355	37.984	56.687	49.88	54.006	56.347	73.13	57.156	44.891	39.419	61.394	46.907	50.78	60.172	51.3	23.844	45.839
CNAG_02075	1039	60.692	26.717	29.005	29.64	70.628	48.646	46.952	55.131	41.369	63.701	24.678	21.721	12.779	26.392	9.541	18.767	6.692	7.841	50.046	7.683	15.444	27.467	47.051	34.328	34.476	71.478	48.295	31.879	10.173	24.432	23.558	23.331	17.504	17.314	9.971	4.808
CNAG_02076	2096	102.385	40.57	43.508	74.27	46.546	65.348	35.11	135.991	51.769	62.998	65.472	22.05	13.051	19.581	18.667	41.603	20.077	20.489	104.15	49.168	54.123	60.777	43.195	84.169	44.855	65.28	65.575	89.132	25.432	0	15.427	18.116	20.787	53.545	31.214	77.253
CNAG_02077	1232	29.027	24.738	31.236	47.697	38.459	45.079	43.42	93.986	54.543	36.561	7.554	18.759	21.48	23.156	7.881	28.037	11.526	26.559	49.201	3.995	27.966	49.284	50.008	44.095	42.261	57.843	77.094	36.434	3.815	20.674	23.349	39.251	16.41	29.498	13.873	33.337
CNAG_02078	1565	75.997	42.549	74.187	59.961	77.637	105.238	105.745	170.645	180.962	136.683	20.649	87.212	113.112	257.786	97.896	211.858	344.29	496.532	84.369	45.788	44.94	74.413	59.521	101.261	82.482	121.471	155.518	145.734	31.154	36.335	78.387	149.594	98.463	188.849	213.726	382.098
CNAG_02079	3775	133.523	239.459	147.815	64.05	28.215	59.186	161.215	86.635	64.018	85.497	219.079	331.078	227.855	283.837	156.799	289.185	144.631	206.909	128.666	344.178	258.094	74.608	20.312	49.984	175.529	79.328	94.374	84.578	298.186	322.006	256.01	294.248	281.166	378.659	310.835	422.167
CNAG_02080	1253	32.193	9.895	20.081	57.236	46.187	38.431	27.423	38.329	27.734	26.296	20.649	25.999	33.716	21.113	15.348	21.254	14.872	9.865	38.549	7.683	11.27	45.583	34.71	25.423	16.126	35.945	20.381	43.59	12.716	25.685	20.848	20.586	15.863	18.596	21.243	19.554
CNAG_02081	1940	32.193	63.328	71.398	83.128	104.954	88.861	76.037	123.914	94.756	112.918	32.736	38.834	64.169	74.577	27.792	32.333	23.795	45.277	41.762	17.824	56.628	103.244	109.529	69.806	55.05	100.399	101.463	102.795	42.598	57.009	86.309	87.561	14.222	42.964	57.658	83.023
CNAG_02082	441	15.305	6.927	18.407	13.628	23.722	23.188	22.022	13.127	10.862	17.437	1.511	18.43	10.604	10.727	2.904	12.21	0	0	26.038	0	5.565	17.532	23.526	29.014	15.57	13.634	17.723	22.771	0	6.891	21.473	29.37	4.923	8.657	10.405	3.847
CNAG_02083	2710	107.135	494.751	176.821	556.346	411.01	96.158	120.703	88.21	3.004	2.812	70.005	123.085	80.755	22.986	10.785	37.533	10.039	8.094	111.59	59.924	103.098	217.202	221.758	66.071	84.336	58.256	0.886	9.108	82.653	121.535	82.765	37.879	48.137	18.276	21.676	26.926
CNAG_02084	1234	174.688	66.297	28.448	84.832	126.879	187.126	66.48	118.139	130.117	124.59	20.649	66.808	50.03	78.494	13.274	68.509	22.68	29.342	132.893	11.985	34.784	93.309	175.735	193.33	50.416	89.244	123.174	151.589	14.623	57.635	64.628	101.011	27.351	73.744	61.994	83.664
CNAG_02085	1790	42.221	61.349	68.609	65.412	53.735	38.593	81.646	39.38	31.2	21.796	42.809	36.86	50.846	43.929	34.429	40.925	29.744	31.871	38.38	7.683	37.01	54.739	33.553	50.99	51.157	32.227	17.28	43.59	20.981	45.732	33.356	23.331	18.052	23.085	21.243	15.066
CNAG_02086	1653	131.412	5.937	98.172	110.043	111.603	112.049	169.733	142.291	103.077	86.481	70.005	40.809	45.952	59.594	13.274	50.195	11.154	4.047	107.025	12.292	78.611	131.685	119.428	96.378	143.463	142.542	97.476	91.084	54.042	49.491	56.08	75.209	51.966	74.706	57.225	62.828
CNAG_02087	1752	4.222	0	11.156	7.836	5.571	0.973	33.032	4.726	6.24	5.765	8.058	4.937	0	0.17	0	1.131	1.859	3.288	13.019	6.761	6.539	1.169	2.443	1.867	49.489	7.024	0	7.157	6.994	0	2.919	1.372	4.923	3.206	0	10.899
CNAG_02088	1871	83.386	43.538	112.117	87.217	65.237	64.375	179.912	77.709	88.285	102.372	48.852	66.479	55.196	35.586	26.963	71.675	27.513	12.647	81.156	23.662	97.394	75.582	52.836	51.708	165.706	77.675	76.651	76.771	50.863	38.215	28.144	21.684	76.035	90.096	50.288	29.811
CNAG_02089	2431	7.916	141.499	78.649	36.113	16.893	9.567	79.361	23.103	24.036	32.765	48.852	116.503	58.459	81.218	90.429	76.649	72.873	74.619	10.652	27.35	62.332	18.896	6.942	4.74	55.606	10.742	13.292	15.614	24.796	63.9	62.543	73.288	84.24	97.791	88.872	183.356
CNAG_02090	2277	26.388	9.895	34.025	33.388	26.778	20.756	32.201	47.255	30.969	18.843	9.569	10.202	31.541	30.308	0	33.463	10.782	9.106	41.085	13.829	15.026	32.337	24.94	37.057	27.062	40.077	18.609	49.445	26.067	6.891	32.314	29.095	15.863	44.888	30.346	50.647
CNAG_02091	1524	371.543	380.958	514.844	821.743	530.341	538.839	584.819	641.624	510.761	508.483	352.037	548.945	421.451	394.17	215.703	354.755	205.607	244.092	417.785	153.651	454.273	744.719	529.906	459.195	514.17	679.657	588.841	497.057	345.87	575.101	427.378	398.278	347.902	471	421.383	402.293
CNAG_02092	3481	80.747	56.402	45.181	58.258	40.975	68.754	55.262	98.711	91.752	114.324	47.341	45.416	44.048	56.699	18.252	74.614	43.501	59.189	80.48	27.657	24.627	40.518	43.323	82.015	50.787	101.226	122.731	154.842	24.16	23.806	38.985	73.288	13.675	87.531	29.479	83.985
CNAG_02093	887	20.583	79.16	175.147	54.17	41.514	33.404	199.441	74.034	86.668	63.42	92.668	69.77	60.363	60.956	66.785	77.553	31.231	27.824	39.225	61.153	134.125	82.205	59.007	25.136	218.531	107.01	46.522	59.204	101.727	45.732	100.069	66.7	188.173	115.105	116.617	73.086
CNAG_02094	1219	79.164	30.675	50.201	27.596	21.386	42.971	51.107	48.831	52.925	90.559	11.583	71.415	51.934	60.615	28.622	55.847	51.681	39.965	38.042	48.554	40.071	17.532	11.441	42.515	56.347	62.388	53.612	146.385	19.074	40.094	67.755	71.092	49.778	93.943	100.143	104.821
CNAG_02095	2247	362.571	119.73	44.066	17.716	86.263	853.095	35.525	89.26	92.445	447.313	21.152	43.771	29.638	84.283	36.089	38.211	46.104	44.012	386.844	137.979	53.845	74.608	241.941	1026.115	48.933	116.1	112.54	601.153	55.95	73.924	123.21	357.654	46.496	90.417	110.114	96.166
CNAG_02096	1397	13.194	40.57	20.081	0	3.954	6.324	4.778	4.2	6.471	11.531	9.569	11.19	2.719	9.535	6.222	5.426	1.487	3.035	16.062	7.683	6.4	0.584	2.7	7.038	4.448	0	10.634	8.458	0	2.506	1.459	3.019	0	7.054	0	13.784
CNAG_02097	1071	31.666	22.759	11.156	12.606	7.009	7.946	8.518	16.277	25.885	35.999	4.029	23.037	27.734	14.132	11.615	12.662	7.436	7.335	21.642	11.37	7.096	4.87	7.585	8.331	11.677	13.221	31.458	18.217	5.722	31.324	16.887	19.214	9.846	19.879	20.809	28.85
CNAG_02099	7756	898.774	3927.333	2030.371	3960.516	1514.104	1124.217	2307.7	2008.881	1479.588	1562.291	2524.697	6954.284	7344.668	4576.463	1311.639	6271.187	3960.821	2617.984	894.07	773.172	1494.579	3686.388	598.297	686.567	1679.671	1797.684	1122.299	905.633	1431.801	6437.618	7289.602	4088.455	2573.161	8001.545	5846.468	3915.867
CNAG_02100	4838	467.067	1342.754	806.57	1715.713	987.717	621.7	841.392	786.015	487.649	655.15	999.706	3202.505	3331.366	2021.081	457.539	2243.844	1228.81	798.801	439.765	289.478	681.757	1465.867	577.471	463.504	764.953	806.912	434.653	471.684	698.734	2801.579	3436.949	1872.812	863.737	2786.882	2010.238	1393.12
CNAG_02101	745	39.582	22.759	89.247	69.16	60.564	53.511	97.02	86.635	55.698	46.264	89.646	24.025	25.831	32.691	24.889	26.454	6.321	11.383	41.254	6.453	88.907	66.037	50.908	38.781	65.615	83.873	58.485	46.192	137.331	16.915	20.222	24.704	59.078	19.879	16.04	10.258
CNAG_02102	2024	7.389	21.769	25.101	23.508	8.267	6.162	32.409	11.551	12.711	13.5	20.145	6.911	5.71	3.916	8.296	13.114	5.577	10.877	5.241	16.594	24.07	9.74	3.857	4.309	25.208	8.263	4.431	7.157	26.703	4.385	5.42	0	21.881	10.26	8.67	17.951
CNAG_02103	6576	52.248	101.919	29.563	36.454	60.564	45.728	18.49	30.979	46.685	72.841	11.583	52.657	74.23	42.567	13.689	41.829	55.027	59.695	45.988	20.897	23.375	28.051	34.967	22.407	18.906	27.269	42.978	48.144	24.796	40.094	52.119	36.232	15.863	49.376	19.942	115.078
CNAG_02104	1099	15.305	52.444	51.317	44.971	3.415	9.081	60.248	17.852	5.316	5.203	24.174	20.075	13.323	8.513	12.444	9.949	1.487	5.818	18.767	40.257	48.28	17.337	2.828	5.458	44.114	14.874	4.431	0.651	22.888	18.168	10.632	7.96	37.744	25.329	6.936	17.31
CNAG_02105	562	0	0	5.578	0	0.539	4.378	1.454	0	0.693	5.062	0	0	0	0	0	3.165	4.09	2.529	1.691	0	2.365	2.338	1.414	1.436	0.556	1.239	13.735	1.952	0	5.012	2.085	5.215	6.564	3.527	2.601	2.244
CNAG_02106	884	55.942	6.927	43.508	73.248	59.306	38.268	73.544	99.236	71.414	84.091	44.823	32.252	41.601	26.902	21.985	38.437	7.808	7.841	67.461	3.995	37.427	52.985	39.724	46.106	67.098	99.986	78.424	43.59	24.796	30.071	17.721	15.097	96.275	29.818	26.011	15.387
CNAG_02107	1718	16.361	37.601	83.669	65.753	11.682	15.567	72.921	49.356	62.17	31.921	18.634	41.467	25.287	32.691	47.703	31.202	31.231	28.077	15.724	26.735	79.585	46.752	17.226	10.198	98.052	27.682	21.71	39.687	22.888	62.647	23.975	27.997	35.009	45.208	68.496	78.535
CNAG_02108	2107	29.555	43.538	10.598	20.101	19.589	29.836	6.648	49.881	23.342	23.484	17.627	22.708	14.411	19.581	14.104	42.733	20.077	25.295	27.221	20.282	4.452	5.065	28.025	24.418	3.522	17.766	21.267	17.566	20.981	57.635	25.226	21.684	22.975	40.72	42.485	55.456
CNAG_02109	4306	104.496	87.076	92.036	110.724	96.328	95.833	74.79	147.017	131.272	143.573	124.397	140.856	131.873	135.704	60.978	179.526	85.143	124.196	100.769	68.836	60.523	90.971	77.262	89.483	61.537	91.31	115.642	131.421	113.171	137.824	121.959	126.812	147.147	206.483	156.068	243.299
CNAG_02110	2794	174.161	88.066	59.684	102.207	118.433	147.236	80.607	194.797	152.073	184.494	76.048	98.073	119.366	114.08	53.096	120.739	69.899	79.425	178.036	32.574	53.845	79.478	108.629	108.443	55.05	91.723	153.303	157.445	68.03	124.041	120.083	104.579	109.95	111.578	93.641	87.511
CNAG_02111	1852	32.721	29.685	22.312	23.508	36.303	62.105	26.177	44.105	42.063	51.748	8.562	19.417	17.402	23.667	6.637	29.619	11.154	14.924	38.042	8.604	9.322	9.545	27.254	33.897	21.13	23.964	9.748	14.313	12.08	13.156	22.724	11.254	24.616	28.536	23.844	32.055
CNAG_02112	620	7.916	2.969	17.292	24.87	19.05	9.081	13.504	17.327	22.187	25.171	6.547	15.468	8.701	13.451	2.489	7.235	2.231	7.588	8.454	5.531	9.044	23.766	16.841	10.916	10.194	26.443	0	7.807	9.537	6.265	17.304	10.705	3.829	9.298	3.902	16.028
CNAG_02113	791	28.499	7.916	3.347	4.429	18.511	17.837	14.127	33.604	33.974	33.046	14.605	23.695	16.042	17.878	10.37	16.053	8.18	12.647	27.39	3.995	3.617	21.038	29.182	22.838	10.565	38.011	13.292	38.385	0	26.312	17.929	33.487	8.205	16.352	14.74	27.888
CNAG_02114	2551	77.053	399.759	136.102	169.323	129.575	260.258	109.9	143.341	153.69	135.558	108.28	206.677	249.064	279.921	107.022	209.145	129.759	155.814	103.474	130.296	100.177	82.011	184.091	265.29	96.384	123.123	145.327	197.782	97.276	195.459	187.004	251.977	125.814	209.048	322.973	220.219
CNAG_02115	997	83.914	68.276	61.357	58.599	74.223	108.481	94.111	56.181	58.241	51.045	31.225	38.176	24.471	42.908	16.593	37.759	16.359	16.189	90.962	16.594	54.819	51.427	66.72	103.416	56.718	96.681	73.55	48.795	25.432	16.915	34.816	44.741	46.496	52.262	39.017	35.581
CNAG_02116	1139	7.916	14.843	8.367	9.199	6.649	13.297	4.155	15.227	24.498	24.89	8.562	10.531	8.701	13.111	0	7.687	5.577	7.335	14.033	9.526	8.905	9.35	12.984	27.29	10.75	11.982	8.861	9.759	13.987	5.012	10.007	20.037	0	13.146	22.11	25.965
CNAG_02117	1376	61.748	81.139	42.392	11.243	8.986	22.864	26.592	55.656	45.76	44.014	18.634	40.48	29.909	47.845	17.837	31.88	32.347	21.753	46.327	22.126	16.418	19.87	21.983	29.301	23.911	41.73	52.725	59.855	13.352	40.721	46.49	45.016	14.222	33.666	21.243	41.672
CNAG_02118	1621	0	37.601	407.19	1.703	5.571	2.757	86.217	0	2.773	0.844	210.517	190.551	131.601	95.01	107.437	189.926	125.67	189.709	0	594.322	348.948	0.39	1.028	0.431	95.457	2.892	0	0	237.15	100.862	114.454	107.598	282.807	251.371	462.134	560.646
CNAG_02119	1885	56.47	94.992	71.955	79.04	73.683	53.511	137.531	71.933	85.743	89.856	64.465	57.264	61.45	41.375	57.244	82.528	67.296	69.56	44.974	23.662	79.585	60.972	54.379	47.686	109.544	87.178	54.055	76.771	16.531	38.215	26.685	38.153	48.137	28.215	32.948	41.672
CNAG_02120	1238	41.693	21.769	136.102	162.168	46.007	31.296	176.173	123.914	105.388	63.56	88.135	56.935	44.592	27.243	24.889	9.496	20.821	6.324	46.327	1.537	79.724	144.736	40.366	25.71	167.189	178.074	66.904	50.747	85.832	110.259	59.833	49.682	53.061	28.536	19.508	6.411
CNAG_02121	2574	24.805	48.486	76.976	29.299	9.884	12.972	54.639	69.833	35.36	32.202	28.203	23.695	27.734	27.754	40.237	36.176	15.988	40.218	24.685	38.105	55.375	15.389	4.499	10.485	45.597	17.353	53.612	45.542	34.333	23.179	16.053	31.84	15.863	39.437	61.127	62.828
CNAG_02122	1291	39.582	67.286	108.77	113.109	62.002	37.944	147.296	76.659	61.707	47.952	52.881	30.936	26.103	24.689	26.548	22.384	38.668	17.453	46.327	0.615	77.776	89.023	47.566	28.439	146.8	102.052	35.446	27.976	50.863	41.347	18.763	7.137	56.343	16.993	35.549	38.146
CNAG_02123	1452	35.36	12.864	20.081	39.52	53.376	79.294	56.093	96.086	85.05	66.935	0	32.252	49.758	47.505	16.593	43.186	21.193	68.042	42.438	7.375	21.148	57.661	48.337	64.779	44.67	81.807	70.005	82.626	5.722	41.974	26.685	48.035	25.71	45.529	56.791	76.291
CNAG_02124	2334	10.555	19.79	45.739	30.662	33.068	48.646	63.78	76.659	67.947	55.545	46.334	32.581	48.671	89.731	38.992	74.614	52.052	60.96	20.627	24.277	40.627	29.415	32.653	26.141	62.464	45.448	55.384	38.385	31.79	28.818	49.201	56.269	65.642	54.186	58.525	107.385
CNAG_02125	2664	0	13.853	3.905	5.11	10.603	6.81	4.155	13.127	9.245	4.5	18.131	10.202	10.876	12.94	14.518	14.697	19.706	21.5	3.551	2.151	2.922	8.182	5.914	13.645	0	6.197	0	16.265	1.272	14.409	3.336	11.528	0	6.092	11.705	8.655
CNAG_02126	563	25.332	22.759	15.06	11.583	15.995	33.566	10.18	21.527	33.974	34.311	6.547	22.05	25.015	22.475	10.785	26.228	6.692	8.094	29.25	34.418	17.948	15.779	28.411	39.499	25.023	24.79	14.621	37.084	17.166	18.794	25.017	44.741	37.197	53.224	70.664	36.222
CNAG_02127	1123	33.249	19.79	41.835	44.63	33.607	41.512	52.561	63.532	30.045	38.952	27.7	32.91	35.348	28.094	18.252	22.384	20.449	17.453	24.516	8.297	37.844	36.817	34.453	29.876	29.842	46.688	21.267	12.361	5.722	24.432	35.441	42.271	21.881	15.711	15.173	44.877
CNAG_02128	990	275.49	8.906	87.016	233.372	231.114	230.259	96.812	222.626	274.332	193.353	40.29	73.39	84.018	82.41	29.452	56.752	35.321	25.8	264.603	3.688	55.097	187.397	244.127	180.116	80.814	191.709	191.85	150.288	58.493	116.524	76.303	66.974	48.684	67.011	86.704	74.048
